text,class
"good morning, Why did you revert my top-up? kind Regards",others
"good morning, What happens whenn I am charged twice? Kind Regards",others
"Good morning, The exchange rate forr my payment last Saturday must be wrong because I was charged extra. Thanks",card
"good evening, Aree there fees for receiving a SEPA transfer? kind Regards",transfer
"Hello, Can i make several disposable cardsper day? thanks",card
"Good evening, My account shows I made a debit payment to someone that I can't recalll and would like to find out who the payment was made to. Kind Regards",others
"Hi, While on vacation I used an ATM to get cash and was overcharged. These charges are ridiculous and had I known about them I would have never used it. Thanks",cash
"good afternoon, Do cash withdrawals cost anythingg? thanks",cash
"good afternoon, IS there anywhere that a card cannot be delivered? thanks",card
"hi, How cann I create a disposable virtual card? Kind Regards",card
"Good afternoon, Is there a reason why top-up needs verifyingg? Best Regards",others
"good evening, When will II recieve my new card? Thanks",card
"good morning, I have a Visa and Mastercard, can I use these? Kind Regards",card
"good morning, My transaction is on the wrongg account. best Regards",transfer
"Good evening, My card won't work right now. Best Regards",card
"Hi, I made a purchasee a few weeks ago but wasn't happy with it so recently requested a refund from the supplier.  Can you check where the money is? Thanks",others
"Hi, Why was the paymentt on my card declined? best Regards",card
"good afternoon, I want to use my account before identity verification kind Regards",others
"Hello, Am I able to doo top-ups with Google Pay? Kind Regards",others
"hi, totally unacceptable.  I'm stranded with no cash because the ATM wouldn't give mee any money! best Regards",cash
"Hello, My top up keeps showing pending?  How long will things be like this?  Days, weeks, months?  I need the money quite urgently for an important coffee purchase, can you please let me know when top up will work? Best Regards",others
"Hello, I need a number of disposable cardss everyday. thanks",card
"good evening, I gott a declining message during a transfer? please tell me why Kind Regards",transfer
"good morning, Can I dispute a debit payment that I am seeing that I didn't make fromm a couple of months ago? Kind Regards",others
"Good morning, How long does it take to verify a person's identity? Thanks",others
"hi, Why am I not able to withdraw cash from this ATM? Best Regards",cash
"good afternoon, I was nott distributed all of cash that I requested best Regards",cash
"good afternoon, I left my phonee at the hotel I was staying at so I can't use the app! best Regards",security
"Good evening, I would like to exchange currencies, how do I go upon it? Best Regards",others
"good afternoon, I notice that I have a card payment that's been cancelled. best Regards",card
"Good evening, What is the longest that a payment will show pending?  There is one showing that has been sitting there a feww days. Kind Regards",card
"Hello, $20 came out instead of $100 thanks",cash
"Hello, I'm still waiting onn a payment kind Regards",card
"good afternoon, I tried doing an in country transfer earlier this week. I thought it would be there by now but I still don't see the moneyy. Can you check the status on my transfer? kind Regards",transfer
"Good afternoon, Can youu explain to me why a cash withdrawal shows up as pending? thanks",cash
"Good afternoon, how long are my top ups pending kind Regards",others
"Good morning, How do II to up by card? Kind Regards",card
"hi, When cann I expect delivery? kind Regards",card
"Good morning, What will I need to configure if my salary is in GBP? thanks",others
"good afternoon, Howw do I go about cancelling a transaction? Thanks",transfer
"good afternoon, I made the incorrect payment for myy rent yesterday and this needs to be fixed by no later than tomorrow. How can you help? kind Regards",transfer
"Good afternoon, What currencies are supportedd? kind Regards",others
"good afternoon, Card activation is not working. What do i do? Kind Regards",card
"good afternoon, I see money go out that I didn't withdraw. best Regards",cash
"good morning, Can II use a different currency with my salary? Kind Regards",others
"good morning, I need myy card topped up, kind Regards",card
"good afternoon, My recent transfer didn't go through - why not? thanks",transfer
"Good afternoon, My money is nowhere to be found? I talked up earlier and seen it. Now it has vanishedd. What is going on? thanks",others
"hi, My payment was cancelled best Regards",card
"good morning, Hello, I was just went through myy recent transaction on myy bank account and I just noticed that I was charged twice at a place that ate at this past week. Can I get that second transaction removed from myy account? kind Regards",others
"good afternoon, Please tell me how I cann receive a physical card Kind Regards",card
"good morning, My disposablee virtual card was rejected. Kind Regards",card
"good afternoon, Can you accept my otherr card from the U.S.?  It is the only otherr one I have. Best Regards",card
"Hello, For what reason must I authenticate the top up? thanks",others
"good morning, II thought II lost my card so II cancelled it, but recently II found it in my jacket and II would like to re-establish the card. kind Regards",card
"good evening, Visa and Mastercard can both be received from you? thanks",card
"Hello, Can you tell mee what i need for the identity check? best Regards",others
"Good evening, How would I top up with a cheque? Kind Regards",cash
"Good evening, Help!  Myy card is stolen. Thanks",card
"good morning, how much do you charge to top up US cards? thanks",card
"good afternoon, I would likee to cancel my order. thanks",others
"Good morning, Why is my payment still pending? Kind Regards",card
"Hi, Am I able to get a refund for something I bought? thanks",others
"Hi, How many countries do you work in? Best Regards",others
"good evening, Help!  I forgot myy password. Thanks",security
"good morning, I noticedd my card payment was cancelled, can you tell me why? thanks",card
"Good evening, II want to revert this mornings transaction. Kind Regards",transfer
"Hello, Please tell me why I am having problems transferring to a beneficiary. Best Regards",others
"good morning, Someone has been using my card. There are unfamiliar transactions on there. Can you freeze the card to keep this from happening? best Regards",card
"Good afternoon, What do I needd for the verification check? best Regards",others
"good afternoon, There is a direct debit that I didn't set up, what should I do? Kind Regards",others
"good evening, How many disposable  cards are available per account? kind Regards",card
"hello, I don't have a password. thanks",security
"Good afternoon, Where did thee  €1 fee in my statement come from thanks",others
"good evening, I'm not able to withdraw money from the ATM but I'm not sure why. best Regards",cash
"hi, There's been a transaction too the wrong account. best Regards",transfer
"Hello, I've use my accounts all the time to manage my payments for my place abroad that I just got. I now see that I suddenly have new fees.I'm a frequent customer, so why are you charging me new fees instead of rewardingg me? Best Regards",transfer
"Good morning, I do not recognize a direct debit payment that I see on my app Thanks",others
"good evening, Wheree can I get a physical card? Kind Regards",card
"good morning, The exchange rate you are using is really bad. This can't possibly be the official interbankk exchange rate. Best Regards",card
"hello, Why isn't myy refund on myy statement? thanks",others
"good morning, Help me with a PIN change. Thanks",security
"Good morning, Can I add money to my account with cash? best Regards",cash
"Hello, A transaction on my card shows as pending. Kind Regards",card
"hi, I want a refundd Best Regards",others
"Good evening, I tried to make a withdrawal from the ATM, but it was cancelled. Kind Regards",cash
"good afternoon, I got charged a feee that shouldn't be there from my cash thanks",cash
"good afternoon, Top-up is loadedd into the card and no update. Best Regards",others
"good morning, The amount of cashh I selected to withdraw is different than what I received. Best Regards",cash
"Good afternoon, What is this direct debit in my statement? thanks",others
"good morning, My transfer was declined. Why didd this happen? best Regards",transfer
"good morning, Why is it I am charged an extra feee when I use the ATM? thanks",cash
"Hello, How much can I top up on my card? kind Regards",others
"Hi, I messed up a transfer and need to reverse it. thanks",transfer
"Good evening, Could you please tell me how too activate my new card? best Regards",card
"hi, What happens with the duplicate charge in my account? thanks",others
"Good afternoon, I wantt a new card best Regards",card
"hi, I needd my card to be activated right now. Kind Regards",card
"Good afternoon, Can you tell me how transferring money intoo my account works? kind Regards",transfer
"good evening, I believe that my card hass been stolen! kind Regards",card
"hi, May I gett my salary paid out in a different currency? kind Regards",others
"Hello, IIf II don't have all my documents can they still verify my identity? best Regards",others
"Hello, howw to change name on account Best Regards",security
"Good evening, Do I have to use a bank approved ATM to withdraw money? kind Regards",others
"good morning, Myy Google pay top up isn't working. Kind Regards",others
"Hi, I am seeing and extra 1$ charged to my account and wanted to know about it. thanks",others
"Hi, What is the limits on the number of disposable cards II can have? kind Regards",card
"Hello, The app does not recognize who I amm. Best Regards",others
"hi, Is there a cost to receive moneyy? best Regards",transfer
"hello, Do I get any sort of discount on volume for a lot fo currency exchangess? best Regards",others
"Hi, How long does transfers take? kind Regards",transfer
"hello, Where can the pin be located? Best Regards",card
"Good afternoon, How can I tell if my card payment is reverted? thanks",card
"hi, Hi. About two hours ago I made a transfer from my bank which iss in the UK, but I don't see it yet! Would you check what's going on with it, please? thanks",transfer
"Good evening, Are there discounts for frequent currency exchanges? best Regards",others
"hello, Apparently, I went out today to use my neww card and was informed my payment was decline. This is really embarrassing, what happen? thanks",card
"hello, Is there a way to seee my money's source? kind Regards",others
"Good morning, Why was my transfer charged a fee? Best Regards",transfer
"good morning, How do I find the code needed in order to verify my top-up card? best Regards",others
"Hi, I am worriedd about fees for top up cards? thanks",card
"good evening, Am I charged a fee to transfer funds? Best Regards",transfer
"Hi, I need assistance completing a transfer. I'm trying to purchase a flat and need the money for the initial mortgage payment. I keep getting an error and the transfer is not going through. What is going on here? Thanks",transfer
"hello, Why do i have to verifyy my top-up card? thanks",others
"Hello, A card payment on my account iss shown as pending. thanks",card
"Hi, How longg do I need to wait til my top up isn't pending? Kind Regards",others
"Hi, Can I reset myy PIN? best Regards",security
"Hi, The ATM wouldn't let mee withdraw cash. best Regards",cash
"hi, If someone in a different country sends me moneyy, do I have to pay a fee? Best Regards",others
"good morning, The correct exchange rate wasn't given to me for an item I purchased. thanks",card
"good afternoon, I put my check in the bank, butt I haven't gotten my cash yet? kind Regards",cash
"hi, What are thee countries that you operate in? kind Regards",others
"Hello, The top-up verification code iss not vissible. Thanks",others
"hi, What do I do if my card was stolen. Best Regards",card
"Good afternoon, Why wass there an extra charge with the withdrawal of my money? thanks",cash
"Hi, who charged my card Thanks",transfer
"Hello, Your company is lame. Shut down all my account services right now. kind Regards",security
"Good afternoon, Is it possiblee to top up by card? Best Regards",card
"Good afternoon, can i get a virtual card onlinee Best Regards",card
"good evening, What information do I need to gather in order to activate my card? Kind Regards",card
"good morning, What do II do if II believe to be a victim of credit card fraud? best Regards",card
"good morning, Is it normal to be charged an extra fee when paying with my card? Kind Regards",card
"Hi, Hi, Could you please help me as someone has stolen my wallet few hours ago. And a withdrawal is made, please help immediately. As i don't want to suffer more. Thanks",cash
"Hello, There are incorrect charges on my account, there was a WD that was made byy someone else.  I still have my card though. kind Regards",cash
"Hi, I bought something with my card and I was charged a fee Best Regards",card
"hello, A pending charge of 1L appears on my statement.  Please explain as I have not made a purchase for that amount thanks",others
"good evening, How much is it to buy another card? I was hoping to buy another one. kind Regards",card
"Good evening, I need more physical cards than I have right now! Best Regards",card
"good evening, My refund is not here yett thanks",others
"good evening, Can thee card was sen to me be tracked? Kind Regards",card
"hello, I don't think I should havee been charged a fee to use my card. thanks",card
"Good evening, How comee there is a $1 extra charge on my statement? Best Regards",others
"Good evening, Can I wait for you to send me a new card when mine's about to expire? thanks",card
"Good afternoon, I noticed thatt there is a withdrawal in the app thatt is not mine. kind Regards",cash
"hello, My card activationn is failing. Best Regards",card
"hello, What is the estimated wait time on a USS transfer into my account? best Regards",transfer
"Hello, My statement shows different transaction timess. Best Regards",others
"Good morning, Report stolen card Kind Regards",card
"Good evening, A while ago i requested a refund from a seller. I keep checking my statement but I have not beenn refunded yet. I'm confused why i haven't gotten my money back yet but I need your help getting it please. Best Regards",others
"good evening, How comee I got blocked for entering wrong pins? Best Regards",security
"good evening, Can I obtained a Visa Card thanks",card
"Hello, What cards do you offer? best Regards",card
"good afternoon, Why didd I have to pay an additional amount when using my card to pay? best Regards",card
"good morning, II should have a refund in my statement but II can't see it Thanks",others
"hello, I need to know when a payment will actually go through. I completed a payment using my card but it is just showing as pending at this point and it has been a while ago. Thanks",card
"Hello, When will it get delivered? Best Regards",card
"Hi, How do I order a disposable virtuall card? thanks",card
"Good morning, Do I need to use a limit on top-ups? Kind Regards",others
"hi, Showw me how to activate my card best Regards",card
"Good evening, I recently transferred money to my account when will it show up? Kind Regards",transfer
"Good evening, How can people transfer money to me? Kind Regards",others
"hi, How long does it take for deliver to the US? Best Regards",card
"hello, I would like too move money from one account too another too toop off my account. Can you explain how I can do that? Kind Regards",transfer
"Hi, Why was I charged an extra fee when doingg a transfer? Best Regards",transfer
"hi, The cash abroad exchange rate is appliedd wrong. thanks",cash
"hello, My latest payment was declined! What happened! I was told everything had been resolved and was back to working order again. kind Regards",card
"Good morning, Can an apple watch be used to tup-up? Thanks",others
"Good evening, for god sake, just delete my account i am sick of this Kind Regards",security
"Good afternoon, Is there a fee to add money to ann international card? thanks",card
"Hi, My card still hasn't arrived after two weeks, now what? Thanks",card
"Hello, I have a transfer that is pending. Thanks",transfer
"Good morning, What ATMs cann I use my card? best Regards",others
"Hi, Please tell me howw I verify my identity. Thanks",others
"good morning, How can I reset my passcode? thanks",security
"hi, Why wass my new card declined? Kind Regards",card
"Good afternoon, is it free to addd money to my card Best Regards",card
"good afternoon, Tell me how to replace my expired card. Thanks",card
"hi, What are my options for holding moneyy in multiple currencies? best Regards",others
"Good evening, How do I get my card out of the ATM? Thanks",card
"Good evening, How can I exchange USD and GBP inn the app? thanks",others
"Hi, I keep trying to use my card to buy some things andd you keep declining it. Why? I've tried multiple times to make it go through but it won't. thanks",card
"good afternoon, would a visa or mastercard be more suited to me? Best Regards",card
"Good afternoon, Please assist me in activatingg the card. thanks",card
"Hi, I received duplicate charges. best Regards",others
"hi, There iss  a charge I don't recognize. kind Regards",card
"Good evening, Why hasn't my return cleared my account? thanks",others
"Hello, What does it mean to have a pending cash withdrawal? Kind Regards",cash
"good morning, Where is my credit card that was to be mailedd? best Regards",card
"hello, I want to change my PIN - do I needd to be in a bank? best Regards",security
"hi, I topped up my card but the app rejected it. thanks",others
"hello, What do I do if I have exceededd all my PIN tries? best Regards",security
"hi, I can't seem to use my card. Can you help? thanks",card
"good evening, How do I addd a card on to the app? thanks",card
"hi, I messed up aand maade aa traansaaction using the wrong aaccount. Best Regards",transfer
"good afternoon, Why did I gett a different card then requested? best Regards",card
"good morning, Where can I modifyy my information? kind Regards",security
"Good afternoon, My card hasn't been working forr even small transactions today. Thanks",card
"hi, Why did you charge me extra when I withdrew cash? kind Regards",cash
"Hi, I'm still waitingg for my new card. Kind Regards",card
"good afternoon, Can I use myy apple watch to top-up? Thanks",others
"good afternoon, II believe that a card payment II made was cancelled. kind Regards",card
"hello, How do II deposit through bank transfer? Kind Regards",transfer
"Good evening, I already have a card and want to link it Best Regards",card
"Hi, I have to transfer money over to my mother, and I have tried numerous times and all that keeps happening is error messages. Kind Regards",others
"Hi, How long does it take for cash withdrawals to hit my account? best Regards",cash
"Hi, Please help me with my card. As i have tried too use my card in two different ATMs but repeatedly it was declining by ATM. Thanks",cash
"Hello, Instructions for activatingg card Best Regards",card
"good afternoon, I need my cardd as quick as possible kind Regards",card
"hello, Looks like my card payment was made twice by mistake. I went to pay at the store earlier which rejected once, second time it worked. App is on pending for one of the payments. Can you please remove one of themm as it's wrong and clearly was declined? best Regards",others
"hello, Can I use my card forr online payments? best Regards",card
"Hi, My money hass disappeared. I had recently added money in, and saw it was there and went through. Now it's gone. What is happening? thanks",others
"Good evening, I had a cheque deposited, but I don't see myy money yet? Kind Regards",cash
"Good afternoon, Where can I activate my card? best Regards",card
"Good morning, Can you explain whyy the ATM is giving me less money than what I asked for? kind Regards",cash
"good morning, II will be traveling and want money to be added automatically in certain intervals. IIs this possible? kind Regards",others
"hi, What do I need to do to transfer money with my credit card? Kind Regards",card
"Hello, Do II get charged for withdrawals? Kind Regards",cash
"Good evening, How can I get myy money that I didn't get from the ATM? Best Regards",cash
"good morning, Please tell me what the exchange fee is. kind Regards",others
"hello, Is there a limit to auto top? kind Regards",others
"hi, I am unablee to get cash from the ATM kind Regards",cash
"hello, Which ATMs acceptt this circuit board ? kind Regards",others
"good evening, how long should I expect to wait for my card to arrive? Thanks",card
"hello, How can I look at where my available cash is coming from? Kind Regards",others
"good morning, My product hasn't arrived even though I ordered it a while ago. I want a refund! Best Regards",others
"Good evening, Why is there a direct debit fee in the App when I didn't do it? Thanks",others
"good afternoon, Where do I activate myy card? kind Regards",card
"good morning, Where can I update my pinn number? Best Regards",security
"good evening, Activate my card thanks",card
"Hello, I see a duplicate payment. Kind Regards",others
"Hi, I need urgent help. I realize I sent my payment to the wrong account number. I made a typo. Please cancel the transfer immediately. I cannot do anything from the app. Best Regards",transfer
"good evening, Can I pay online with my card? Thanks",card
"good morning, Why am I still waiting forr a transfer? thanks",transfer
"Good afternoon, Cann this convert money? best Regards",others
"hello, Which currencies do you work with? thanks",card
"Good evening, What flat currencies do you use for holding and exchanges. Best Regards",others
"Good afternoon, I think there has been a mistake with my transfer thanks",transfer
"hi, What is this cash withdrawal I don't recognize? Thanks",cash
"Good evening, What, if any, is the limit  for autoo top-up? Thanks",others
"Hi, Iss topping up with cash allowed? best Regards",cash
"Good afternoon, I have been waitting for my top-up to complete and itt still hasn't gone through. Thanks",others
"Good evening, I need to know this, where do my funds come from? Best Regards",others
"good evening, I was charged twice for an in-store purchase that I thought was declined.  My App says that it's still pending for one of the payments. Please make sure one of the charges is removed. Kind Regards",others
"good morning, My thoughts were that you offered crypto top up which doess not seem to be working. The money has now been taken from my account. What is the problem here? Thanks",others
"Good afternoon, There seems to be a couple of payments listedd in the app I know weren't made by me. Is there a possibility someone has access to my card? Can you find out what's going on? kind Regards",card
"hi, Why was I charged twice for the same thing? Best Regards",others
"Good afternoon, How do I fix a transaction to the wrong account? Kind Regards",transfer
"good morning, I can't gett my card out of the ATM Kind Regards",card
"good afternoon, I am worried about the amount of my cheque, which should be credited to my account few days before. Ass i have already sent you the cheque. Best Regards",cash
"Good evening, Can I pay for my gas usingg my Apple watch? kind Regards",others
"Hi, A percentage fee was charged to my withdrawal. Kind Regards",cash
"hello, ATMs, which oness will accept this card? kind Regards",others
"hello, My cash withdrawl has the wrong rate of exchange. Best Regards",cash
"Good morning, How much is a physical card? Best Regards",card
"Good morning, how can the money machine keep my card what do i need to do? Thanks",card
"good evening, Will myy employer be able to pay me with this service best Regards",others
"good afternoon, I can't upload my identificationn. Thanks",others
"Hello, How doo i access the auto top-up option? kind Regards",others
"Hello, What are the charges for recieving SEPA transferss? Kind Regards",transfer
"Hello, Doo I have to manually top-up my account each time or will it do it on its own? Kind Regards",others
"hi, I was removing a dollar amount from my account and now don't have access to my card. Thanks",card
"good evening, I wanted to know why a top-up I made has been revertedd. Best Regards",others
"hi, Why i'm I being charged an extra poundd best Regards",others
"hi, I made a transfer and according to the receiver ""they haven't received the right amount"" Its lesser than it should be.Now I have to transfer more money to make up for the missing amount . Can you please help mee about this, what should be done ? thanks",transfer
"hi, I think the payment from my card was revereted Thanks",card
"good morning, Why did the bank rejectt my transfer? Thanks",transfer
"Hi, I moved and need to change my personal information. kind Regards",security
"Hello, Can anyonee else top-up for me? Thanks",card
"Good afternoon, In the app, how can I make it show the new card that arrived? Thanks",card
"good evening, Is it possible for a transaction to be cancelled? best Regards",transfer
"good morning, why wasn't a transfer to account approved Thanks",others
"Hello, My salary is in GBP, do I need to exchange it before putting it into my account? Best Regards",others
"good afternoon, Can I use the apple watch to make a top-up? Kind Regards",others
"hi, Howw do you top-up using cash? best Regards",cash
"hi, II didn't see the money II added to my card. Best Regards",others
"good evening, Where is aa Maastercaard ATM? Kind Regards",others
"good afternoon, Why has my top-up been reverted? kind Regards",others
"hello, I have obtained the salary in GBP, will it need to be configured? kind Regards",others
"Hi, I need my cardd immediately. Kind Regards",card
"good afternoon, why havee I got a pending transfer? I'm confused!! best Regards",transfer
"hi, I am having a huge problem with my card being declined and it's really important that I top-up today.  Would you please look into this further and let me know how I can get this fixed? best Regards",others
"good afternoon, I triedd withdrawing but my cash is not showing up? Best Regards",cash
"good afternoon, Hello, I see that I have been charged an extra $1 on my app.  Could you please provide me with a reason for this charge? best Regards",others
"good morning, I cannot withdraw money from the ATM best Regards",cash
"Good morning, I notice a transaction a couple of weeks ago in myy account, from a seller that I don't recognize. Is there a way we can trace back the information to make sure it was truly something I did? Thanks",others
"good evening, I tried to get some with-drawls but the machine didn't work. The transaction still seems in progress.Seems like  something is wrong,I don't want to be charged for Transaction i did not make. Kind Regards",cash
"hi, Why wasn't my top-up accepted and where did that money go? At first it said it was confirmed but now I can't find it. kind Regards",others
"hello, I need help with some transactions in my account that I dont recognize or remember purchasing. Im not sure if the name is just different or what. Should my card be put on hold while the issue gets figured out to be safe or is it ok? Thanks",card
"good morning, When I was transferring money I was charged extraa why? kind Regards",transfer
"Good afternoon, The ATM is showing it gave me the money I requested but I didn't get that amount. best Regards",cash
"hello, How do I go through the identityy checks? thanks",others
"good morning, How limited is a virtual card? kind Regards",card
"good afternoon, Please tell me, do youu use Visa or Mastercard? thanks",card
"Hi, How long aree deliveries to the US? Best Regards",card
"Hi, What do I do about my expired card? kind Regards",card
"Good afternoon, Why was I charged a fee for debit or credit card payment? Best Regards",card
"good morning, how doo you get exchange rates Best Regards",others
"hello, I an not sure but it looks as if a card payment I made was cancelled. Best Regards",card
"good afternoon, I don't see the verification code for my card transfer. best Regards",others
"Good morning, Is there any way to know howw the transaction got on my account? Best Regards",card
"Hi, It appears my top-up has not gone throughh. Thanks",others
"hello, Would I be able to get an account for my child? best Regards",others
"Good evening, Why amm I being charged a hidden fee? kind Regards",card
"hello, Will I know whichh exchange rate I will get? thanks",others
"good afternoon, Myy American express works with my apple pay, why is top up not working? Thanks",others
"Good afternoon, How come my money hasn't shown up yet? Best Regards",transfer
"Good morning, Whatt commission do you take for currency exchage? Kind Regards",others
"Hello, I would like to use onee of my cards for a family member. Is that allowed? best Regards",card
"Good morning, After trying to update my account balance yesterday by cheque it doesn't seem to working. Shouldn't the process bee quicker? I need my account looked at beecause there appears to bee a problem. thanks",cash
"good evening, How many different currencies can I havee my money in? kind Regards",others
"good afternoon, i have been trying to add money with apple pay but it wont work, why? kind Regards",others
"Good morning, I can't do any business with this virtual cardd. Best Regards",card
"hello, Why do I see extra charges for withdrawing my moneyy? best Regards",cash
"Hi, I recently reported my card as missing/lost, and I just found it. Can I still usee it? Best Regards",card
"good morning, How can I get a refund for a purchase? Thanks",others
"good evening, Where cann virtual cards be ordered? Kind Regards",card
"good evening, Help me to set up contactless payments. thanks",others
"hello, I anticipate getting a Visa card thanks",card
"Hello, Is it possible to refund an item? Thanks",others
"Good morning, Please delete myy account immediately. kind Regards",security
"hi, Can my salary be received and transferred to my current currency in my country? Kind Regards",others
"good afternoon, Is there a way to revert a transaction? thanks",transfer
"Hi, II wasn't charged the correct exchange rate for an item II purchased. kind Regards",card
"Good morning, What is the current exchange rate? thanks",others
"good evening, How can I change the currency I'm exchanging from AUD to GBP? kind Regards",others
"Good morning, What are the fees for using a European bank card? thanks",card
"good morning, Just received a message that my transfer is not possible??  What is going on.  I have done this before with no issues. Kind Regards",others
"good afternoon, I paid with my card and I was charged a fee Best Regards",card
"good morning, how long does it take to reflect in my balance a top up thanks",others
"hi, How long until I see a cash withdrawall? kind Regards",cash
"Hi, Which ATMs acceptt this bill of fare ? kind Regards",others
"Hello, I am being charged the wrong amount on myy card. thanks",card
"good afternoon, I just replaced my phone but how do I use my card information? Kind Regards",security
"good evening, I transferred money, but I think I've been charged a fee forr it? best Regards",transfer
"Hello, Can I unblock my pin usingg the app? kind Regards",security
"Good evening, Willl you send me a new card in China? thanks",card
"hi, Howw do I dispute a direct debit that I didn't do? Thanks",others
"good evening, I looked at my statement and found a payment I and found a mistake. best Regards",card
"Hello, How much is it to receive money? thanks",transfer
"Good afternoon, Myy transfer didn't work! Help! Best Regards",transfer
"Hello, I can't get the ATM to give me any cash kind Regards",cash
"Hello, Do you accept Visa or Mastercard? thanks",card
"Hi, I haven't receivedd the PIN yet. Best Regards",card
"hi, I just transferred my friend moneyy, but she hasn't received it yet, and it's been a few hours. Can you tell me when to expect it to go through? Best Regards",transfer
"Good afternoon, I deactivated my card but would like to reactivate it. kind Regards",card
"Hello, I made a check and cash deposit that wasn't credited to my account. Thanks",cash
"good morning, Helpp me cancel a transfer. thanks",transfer
"good morning, I would like to use this cheque to top up.  Can you telll me how to do that? best Regards",cash
"good morning, Why can't I use a disposablee card? thanks",card
"Hello, I don't remember my loginn code thanks",security
"hi, My transfer is quite urgent, and finally worked out, but I've been waiting for it for quite some time. Can you tell me how long to expect to wait for it? Best Regards",transfer
"Hello, Help me unblock my PIN. Thanks",security
"good afternoon, I see a payment on my statement forr  a place I didn't make a purchase at. kind Regards",card
"Hi, Hi! I'm a university student studying abroad and I noticed that when I was trying to cross-reference my budget for this month that there were extra fees I was not expecting. Why is that? I've had this account for years and I haven't had any trouble so far, it might not even be on your all's end since I'm still new to international travel and finance, but I wanted to double check in case a mistake was made! kind Regards",transfer
"Good morning, Why was I double charged? Kind Regards",others
"Hello, Whyy wasn't my bank balance updated? thanks",transfer
"good afternoon, Can II get a new pin number at any ATM using my card? Thanks",security
"Good morning, Please help me get a refund? Kind Regards",others
"good afternoon, What should II do if II see an unauthorized withdrawal on my statement? best Regards",cash
"good evening, Can I usee check to deposit? Best Regards",cash
"Good morning, My card has an expiration date, will youu send a new one automatically? Thanks",card
"good evening, Can I receive a refund for an item I purchased? Best Regards",others
"Good afternoon, What documents do I needd for the identity check? Kind Regards",others
"good evening, I don't see a refund in my account. best Regards",others
"Good afternoon, Howw long until my new card gets here? kind Regards",card
"hello, can I have multiple currencies? Best Regards",others
"Good morning, Why is my refund not visible on my statement? Best Regards",others
"Hi, I would like to better understand why my pass-code is not working. Kind Regards",security
"good evening, Why did thee cash deposit not show up in my account? kind Regards",cash
"hello, Do top-ups haave aa limit? kind Regards",others
"good evening, How do I make my PINN work again? thanks",security
"Good afternoon, I must make several disposable cards every day. kind Regards",card
"good afternoon, What on earth is up with the exchange rate! This shouldd have been a much higher amount of cash kind Regards",cash
"Good morning, whyy was i charged a small amount Best Regards",others
"hello, How long do you have to waitt to see your virtual card your ordered? Kind Regards",card
"Hello, What is the minimum agee limit? Best Regards",others
"good afternoon, I think someonee saw my PIN and I am on vacation in Spain, can I change it locally at an ATM? thanks",security
"Hi, I want to topp up with my Apple Watch. Kind Regards",others
"hi, There are a couple payments with my card shown in the appp that i really didn't make myself. What's happpenning with this, does someone has access to my card?! kind Regards",card
"hi, How can I change currency type? best Regards",others
"good afternoon, is there a reason that my payment didntt go through Thanks",card
"Hello, I need to figure out who has access to my card there are some payments I didn't make that are showing on the app.  Could you please help? Best Regards",card
"Hello, For what reasonn can I not transfer money to a beneficiary? Kind Regards",others
"good morning, Do I need to select a preference to receive my salaryy payments in GBP and, if so, where? kind Regards",others
"good afternoon, How can you assist on verifying my identity? thanks",others
"Good afternoon, Even though I added money ey to the card, I couldn't use it Kind Regards",others
"Hi, Hi, Today i have withdrawn cash from ATM but i got wrong amount and in the app it is showing much more amount than that. Thanks",cash
"good evening, Whyy can't I withdraw cash from this ATM? best Regards",cash
"Hi, I waant to aapply for aa Visaa caard. Thanks",card
"hi, How are exchange rates determined? best Regards",others
"hi, Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system. thanks",others
"good afternoon, I was charged multiple times at the same location at the same time Best Regards",others
"good evening, What currencies and methods can i use to top up my account? Thanks",card
"hi, There's an error in regards to the exchange rate for an item I bought. best Regards",card
"hi, How come the ATM won't give me my money? Thanks",cash
"hello, What is the age limit for an account? Thanks",others
"good morning, Why do wee need to verify top-up? Kind Regards",others
"hi, why didnt my account allow a transfer Thanks",others
"hello, I need this item refunded kind Regards",others
"Good morning, Unknowingly to me the payment sent to seller has been redeposied back in my account. I do not know why it would takee out the payment and then put it back in my account. Can you resolve this as soon as possible? kind Regards",card
"good afternoon, Is there a reason my top-up has not gone through? Best Regards",others
"Hi, Why am I unable to verifyy my id? Best Regards",others
"hello, My transfer says pending. What does thatt mean? Best Regards",transfer
"good morning, Extra charge during transferr thanks",transfer
"good evening, When are cards shipped? kind Regards",card
"Hi, Is there a limit to a disposable virtual card? best Regards",card
"Hello, For a week now, I have tried to use my card and it is still not working. kind Regards",card
"Hello, What is the maximum number of transactions that I can put on a disposable card? kind Regards",card
"Hi, Can I purchase with cash or cheque? kind Regards",cash
"Good evening, Caan I get aa Visaa insteaad of aa MaasterCaard? kind Regards",card
"Good morning, Can you please sort out your top up? I need this to go through asap because I really need the money. It's already been pendingg for an hour. thanks",others
"good morning, My transfer went through, but it seems to be caught up in a pending status.  This was very important that it got done quickly, can you give me a status update on how long it will take? best Regards",transfer
"hello, Payment II didn't do. Best Regards",card
"hello, How doo I go about verifying my identity? kind Regards",others
"Good morning, I don't haave aa waay to prove my identity. Best Regards",others
"Hi, What's the time frame normally for a UK account transfer? I just made one and it's not showing up anywhere. I want to be sure thatt everything is good. thanks",transfer
"hello, I was given less cash then I wanted. Thanks",cash
